company,dividend_date,dividend_per_share,share_price_on_dividend_date
CUB,2020-03-26,0.5,131.09
CUB,2021-06-04,0.3,160.96
CUB,2021-08-11,0.2,147.77
CUB,2022-08-10,1.0,172.67
CUB,2023-08-11,1.0,127.07
CUB,2024-08-09,1.0,161.76
CUB,2025-08-01,2.0,213.87
CUMMINSIND,2016-02-11,5.0,773.83
CUMMINSIND,2016-07-28,9.0,750.91
CUMMINSIND,2017-02-09,5.0,772.51
CUMMINSIND,2017-07-27,9.0,825.64
CUMMINSIND,2018-02-15,5.0,728.88
CUMMINSIND,2018-08-02,10.0,581.04
CUMMINSIND,2019-02-15,7.0,607.18
CUMMINSIND,2019-07-31,10.0,638.37
CUMMINSIND,2020-02-07,7.0,508.73
CUMMINSIND,2020-08-17,7.0,422.61
CUMMINSIND,2021-02-09,7.0,723.26
CUMMINSIND,2021-08-04,8.0,843.31
CUMMINSIND,2022-02-21,8.0,922.52
CUMMINSIND,2022-08-02,10.5,1148.75
CUMMINSIND,2023-02-21,12.0,1524.41
CUMMINSIND,2023-07-26,13.0,1863.75
CUMMINSIND,2024-02-21,18.0,2553.41
CUMMINSIND,2024-07-19,20.0,3503.53
CUMMINSIND,2025-02-14,18.0,2709.24
CUMMINSIND,2025-07-18,33.5,3536.0
CYIENT,2015-10-27,3.0,432.34
CYIENT,2016-03-28,4.0,335.11
CYIENT,2016-10-24,3.0,406.87
CYIENT,2017-07-06,5.0,430.65
CYIENT,2017-10-25,5.0,461.95
CYIENT,2018-01-30,4.0,515.77
CYIENT,2018-07-05,4.0,603.33
CYIENT,2018-10-30,6.0,521.82
CYIENT,2019-05-30,9.0,472.02
CYIENT,2019-10-30,6.0,346.5
CYIENT,2020-03-23,9.0,206.72
CYIENT,2021-06-03,17.0,736.4
CYIENT,2021-10-26,10.0,1006.98
CYIENT,2022-05-23,14.0,738.56
CYIENT,2022-10-25,10.0,720.91
CYIENT,2023-06-12,16.0,1389.53
CYIENT,2023-11-01,12.0,1591.72
CYIENT,2024-06-21,18.0,1838.85
CYIENT,2024-11-06,12.0,1889.44
CYIENT,2025-07-04,14.0,1294.4
DABUR,2015-11-05,1.25,245.31
DABUR,2016-06-29,1.0,281.36
DABUR,2016-11-03,1.25,272.11
DABUR,2017-07-05,1.0,277.42
DABUR,2017-11-07,1.25,317.97
DABUR,2018-07-04,1.25,356.15
DABUR,2018-11-09,1.25,354.96
DABUR,2019-08-07,1.5,406.66
DABUR,2019-11-13,1.4,439.35
DABUR,2020-08-13,1.6,473.01
DABUR,2020-11-11,1.75,486.2
DABUR,2021-07-29,3.0,560.17
DABUR,2021-11-11,2.5,576.35
DABUR,2022-07-21,2.7,553.0
DABUR,2022-11-03,2.5,539.88
DABUR,2023-07-21,2.7,551.48
DABUR,2023-11-10,2.75,523.1
DABUR,2024-07-19,2.75,623.39
DABUR,2024-11-08,2.75,526.22
DABUR,2025-07-18,5.25,522.6
DALBHARAT,2018-12-21,1.7,1102.49
DALBHARAT,2019-08-22,2.0,913.09
DALBHARAT,2020-02-17,2.0,847.47
DALBHARAT,2021-09-21,1.33,2115.1
DALBHARAT,2021-11-09,4.0,2095.08
DALBHARAT,2022-06-23,5.0,1235.5
DALBHARAT,2022-11-10,4.0,1662.64
DALBHARAT,2023-06-23,5.0,2147.71
DALBHARAT,2023-10-20,4.0,2142.33
DALBHARAT,2024-06-19,5.0,1845.87
DALBHARAT,2024-10-25,4.0,1767.11
DALBHARAT,2025-06-23,5.0,2071.7
DATAPATTNS,2022-08-29,3.5,1025.02
DATAPATTNS,2023-08-02,4.5,1984.19
DATAPATTNS,2024-07-23,6.5,3086.99
DATAPATTNS,2025-08-01,7.9,2550.5
DCMSHRIRAM,2015-11-13,1.2,124.64
DCMSHRIRAM,2016-02-16,1.2,97.6
DCMSHRIRAM,2016-07-29,0.8,205.87
DCMSHRIRAM,2016-11-08,2.2,208.01
DCMSHRIRAM,2017-02-22,2.8,253.17
DCMSHRIRAM,2017-07-21,0.8,316.65
DCMSHRIRAM,2017-11-16,4.0,501.17
DCMSHRIRAM,2018-03-07,3.4,480.38
DCMSHRIRAM,2018-07-20,0.8,318.81
DCMSHRIRAM,2018-11-06,4.0,364.25
DCMSHRIRAM,2019-02-07,4.2,322.3
DCMSHRIRAM,2019-07-12,1.6,495.1
DCMSHRIRAM,2019-11-07,4.0,332.9
DCMSHRIRAM,2020-02-06,4.2,347.19
DCMSHRIRAM,2021-01-27,5.5,429.53
DCMSHRIRAM,2021-07-08,3.8,833.28
DCMSHRIRAM,2021-10-26,4.6,948.62
DCMSHRIRAM,2022-01-24,5.2,987.12
DCMSHRIRAM,2022-07-07,4.9,935.28
DCMSHRIRAM,2022-10-31,4.6,1022.63
DCMSHRIRAM,2023-02-01,5.8,871.06
DCMSHRIRAM,2023-07-18,3.6,898.17
DCMSHRIRAM,2024-03-06,4.0,938.11
DCMSHRIRAM,2024-07-09,2.6,994.42
DCMSHRIRAM,2024-11-11,2.0,1256.03
DCMSHRIRAM,2025-01-24,3.6,1151.1
DEEPAKFERT,2016-03-17,4.85,127.26
DEEPAKFERT,2017-09-12,5.82,319.7
DEEPAKFERT,2018-09-07,5.82,214.92
DEEPAKFERT,2019-08-05,2.91,74.56
DEEPAKFERT,2020-09-16,3.0,158.26
DEEPAKFERT,2021-08-17,7.5,414.39
DEEPAKFERT,2022-08-25,9.0,940.13
DEEPAKFERT,2023-08-25,10.0,552.83
DEEPAKFERT,2024-09-03,8.5,1053.55
DEEPAKNTR,2016-07-28,1.2,95.69
DEEPAKNTR,2017-06-15,1.2,145.78
DEEPAKNTR,2018-07-25,1.3,223.92
DEEPAKNTR,2019-06-19,2.0,268.46
DEEPAKNTR,2020-03-16,4.5,422.18
DEEPAKNTR,2021-07-20,4.5,1880.6
DEEPAKNTR,2022-07-25,7.0,1830.62
DEEPAKNTR,2023-07-27,7.5,1964.39
DEEPAKNTR,2024-07-29,7.5,2985.05
DIVISLAB,2016-03-17,10.0,911.38
DIVISLAB,2017-09-15,10.0,821.01
DIVISLAB,2018-08-31,10.0,1244.19
DIVISLAB,2019-08-14,16.0,1474.99
DIVISLAB,2020-02-25,16.0,2052.6
DIVISLAB,2021-08-17,20.0,4780.8
DIVISLAB,2022-08-11,30.0,3874.89
DIVISLAB,2023-08-11,30.0,3640.13
DIVISLAB,2024-08-02,30.0,4968.63
DIVISLAB,2025-07-25,30.0,6616.5
DIXON,2018-07-17,0.4,580.15
DIXON,2019-07-23,0.4,439.6
DIXON,2020-03-24,0.8,635.71
DIXON,2021-09-20,1.0,4162.47
DIXON,2022-08-11,2.0,3876.11
DIXON,2023-09-22,3.0,4806.68
DIXON,2024-09-17,5.0,14091.3
DLF,2015-08-17,2.0,117.67
DLF,2016-03-28,2.0,98.63
DLF,2017-09-19,2.0,178.44
DLF,2018-03-27,1.2,194.81
DLF,2018-09-12,0.8,191.3
DLF,2019-07-22,2.0,171.52
DLF,2020-02-12,1.2,221.72
DLF,2020-09-15,0.8,150.17
DLF,2021-08-23,2.0,297.93
DLF,2022-08-02,3.0,368.88
DLF,2023-07-28,4.0,508.95
DLF,2024-07-31,5.0,882.69
DLF,2025-07-28,6.0,787.2
DOMS,2024-09-13,2.5,2841.7
DRREDDY,2016-07-18,4.0,670.94
DRREDDY,2017-07-17,4.0,511.02
DRREDDY,2018-07-16,4.0,400.17
DRREDDY,2019-07-15,4.0,506.0
DRREDDY,2020-07-13,5.0,755.78
DRREDDY,2021-07-09,5.0,1063.13
DRREDDY,2022-07-11,6.0,882.36
DRREDDY,2023-07-11,8.0,1020.61
DRREDDY,2024-07-16,8.0,1320.83
DRREDDY,2025-07-10,8.0,1262.6
ECLERX,2016-07-04,0.67,935.94
ECLERX,2017-08-11,0.67,829.84
ECLERX,2018-08-20,0.67,740.85
ECLERX,2019-08-21,0.67,322.09
ECLERX,2020-09-16,0.67,522.47
ECLERX,2021-09-15,0.67,1563.72
ECLERX,2022-08-19,0.67,1501.64
ECLERX,2023-08-31,1.0,1623.54
ECLERX,2024-09-06,1.0,2832.6
EICHERMOT,2016-03-22,10.0,1699.75
EICHERMOT,2017-07-31,10.0,2813.29
EICHERMOT,2018-08-02,11.0,2531.67
EICHERMOT,2019-07-24,12.5,1549.53
EICHERMOT,2020-03-19,12.5,1434.53
EICHERMOT,2021-08-09,17.0,2618.03
EICHERMOT,2022-08-12,21.0,3100.11
EICHERMOT,2023-08-14,37.0,3259.84
EICHERMOT,2024-08-07,51.0,4538.3
EICHERMOT,2025-08-01,70.0,5528.0
EIDPARRY,2017-03-03,4.0,263.76
EIDPARRY,2018-07-25,3.0,207.28
EIDPARRY,2019-02-12,2.0,181.71
EIDPARRY,2019-04-04,1.0,196.37
EIDPARRY,2021-11-17,5.5,487.67
EIDPARRY,2022-03-10,5.5,398.1
EIDPARRY,2022-11-22,5.5,611.95
EIDPARRY,2023-04-21,4.0,498.39
EIDPARRY,2023-11-21,4.0,492.25
EIHOTEL,2016-03-17,1.08,98.99
EIHOTEL,2017-07-24,0.88,132.06
EIHOTEL,2018-07-23,0.88,156.03
EIHOTEL,2019-08-05,0.88,154.87
EIHOTEL,2023-08-02,1.1,207.06
EIHOTEL,2024-07-31,1.2,438.96
EIHOTEL,2025-07-30,1.5,379.9
ELECON,2016-07-18,0.55,30.31
ELECON,2017-07-26,0.25,30.08
ELECON,2018-09-18,0.1,31.08
ELECON,2019-09-06,0.1,16.65
ELECON,2021-07-22,0.2,71.75
ELECON,2022-06-09,0.5,124.49
ELECON,2023-06-09,1.0,280.86
ELECON,2023-10-31,0.5,420.03
ELECON,2024-06-14,1.0,658.74
ELECON,2024-10-28,0.5,562.74
ELECON,2025-06-13,1.5,669.7
ELGIEQUIP,2016-07-21,0.5,81.24
ELGIEQUIP,2017-07-20,0.5,109.72
ELGIEQUIP,2018-08-02,0.6,138.66
ELGIEQUIP,2019-07-25,0.65,125.01
ELGIEQUIP,2020-03-18,0.82,72.1
ELGIEQUIP,2021-07-23,0.8,202.89
ELGIEQUIP,2022-08-04,1.15,417.54
ELGIEQUIP,2023-07-28,2.0,537.74
ELGIEQUIP,2024-07-24,2.0,689.7
ELGIEQUIP,2025-07-18,2.2,548.95
EMAMILTD,2016-07-26,3.5,493.66
EMAMILTD,2017-03-14,0.88,443.32
EMAMILTD,2017-07-26,2.62,487.65
EMAMILTD,2018-06-21,7.0,471.29
EMAMILTD,2019-07-31,4.0,288.22
EMAMILTD,2019-11-14,2.0,289.01
EMAMILTD,2020-03-26,2.0,146.71
EMAMILTD,2020-11-12,4.0,355.97
EMAMILTD,2021-02-04,4.0,469.44
EMAMILTD,2021-11-08,4.0,525.48
EMAMILTD,2022-02-10,4.0,476.04
EMAMILTD,2022-11-18,4.0,410.59
EMAMILTD,2023-02-13,4.0,386.23
EMAMILTD,2023-11-15,4.0,491.81
EMAMILTD,2024-02-16,4.0,452.67
EMAMILTD,2024-11-18,4.0,609.28
EMAMILTD,2025-02-04,4.0,582.83
EMAMILTD,2025-05-22,2.0,604.0
ENDURANCE,2017-07-20,2.5,856.8
ENDURANCE,2018-08-28,4.0,1453.07
ENDURANCE,2019-07-30,5.5,851.59
ENDURANCE,2020-03-11,5.5,919.93
ENDURANCE,2021-08-12,6.0,1689.64
ENDURANCE,2022-08-11,6.25,1399.43
ENDURANCE,2023-08-11,7.0,1631.63
ENDURANCE,2024-08-09,8.5,2563.96
ENDURANCE,2025-08-01,10.0,2476.6
ENGINERSIN,2015-08-14,1.0,79.44
ENGINERSIN,2016-03-08,1.0,61.44
ENGINERSIN,2016-09-07,1.0,101.38
ENGINERSIN,2017-03-23,2.5,113.09
ENGINERSIN,2017-09-11,0.5,122.8
ENGINERSIN,2018-03-19,2.5,124.0
ENGINERSIN,2018-09-11,1.5,98.04
ENGINERSIN,2019-02-15,3.25,88.85
ENGINERSIN,2019-09-18,0.75,89.91
ENGINERSIN,2020-02-14,3.6,72.67
ENGINERSIN,2020-09-11,1.55,56.29
ENGINERSIN,2021-03-18,1.4,68.39
ENGINERSIN,2021-09-06,0.6,65.94
ENGINERSIN,2022-02-16,2.0,61.95
ENGINERSIN,2022-09-02,1.0,64.05
ENGINERSIN,2023-02-13,2.0,75.65
ENGINERSIN,2023-08-25,1.0,154.2
ENGINERSIN,2024-02-12,2.0,198.1
ENGINERSIN,2024-08-21,1.0,216.25
ENGINERSIN,2025-02-14,2.0,160.48
ERIS,2020-03-19,2.87,363.87
ERIS,2020-08-13,5.5,519.16
ERIS,2021-08-05,6.01,735.83
ERIS,2022-08-11,7.35,682.08
ERIS,2025-02-13,7.35,1265.15
ESCORTS,2015-09-03,1.2,163.24
ESCORTS,2016-09-08,1.2,329.87
ESCORTS,2017-09-07,1.5,635.51
ESCORTS,2018-08-23,2.0,858.48
ESCORTS,2019-07-11,2.5,529.87
ESCORTS,2020-08-13,2.5,1092.88
ESCORTS,2021-07-15,5.0,1175.32
ESCORTS,2022-06-30,7.0,1421.49
ESCORTS,2023-06-30,7.0,2219.21
ESCORTS,2024-07-05,18.0,4095.07
ESCORTS,2025-02-14,10.0,2932.88
ESCORTS,2025-07-04,18.0,3327.6
EXIDEIND,2015-11-05,1.6,131.06
EXIDEIND,2016-07-11,0.8,156.98
EXIDEIND,2016-11-03,1.6,176.63
EXIDEIND,2017-07-19,0.8,200.67
EXIDEIND,2017-11-03,1.6,189.8
EXIDEIND,2018-07-25,0.8,254.25
EXIDEIND,2018-11-15,1.6,232.69
EXIDEIND,2019-07-25,0.8,170.39
EXIDEIND,2019-11-18,1.6,179.8
EXIDEIND,2020-03-04,2.5,155.68
EXIDEIND,2021-02-04,2.0,197.59
EXIDEIND,2022-02-07,2.0,164.19
EXIDEIND,2023-08-01,2.0,260.76
EXIDEIND,2024-07-22,2.0,544.05
EXIDEIND,2025-07-18,2.0,384.05
FACT,2023-09-22,1.0,537.37
FACT,2024-09-20,0.97,976.55
FEDERALBNK,2016-07-29,0.7,60.17
FEDERALBNK,2017-07-03,0.9,105.37
FEDERALBNK,2018-08-02,1.0,82.81
FEDERALBNK,2019-07-17,1.4,99.19
FEDERALBNK,2021-07-01,0.7,83.37
FEDERALBNK,2022-07-19,1.8,105.63
FEDERALBNK,2023-08-11,1.0,132.41
FEDERALBNK,2024-08-23,1.2,199.56
FINCABLES,2016-08-26,2.0,396.31
FINCABLES,2017-09-14,3.0,499.08
FINCABLES,2018-09-12,4.0,500.25
FINCABLES,2019-09-05,4.5,346.11
FINCABLES,2020-09-17,5.5,277.87
FINCABLES,2021-09-16,5.5,506.22
FINCABLES,2022-09-15,6.0,470.71
FINCABLES,2023-09-22,7.0,1079.23
FINCABLES,2024-09-17,8.0,1418.0
FINPIPE,2015-08-20,0.4,48.1
FINPIPE,2016-07-28,1.5,83.82
FINPIPE,2017-07-27,2.3,109.91
FINPIPE,2018-09-19,2.0,103.06
FINPIPE,2019-09-12,2.0,96.91
FINPIPE,2020-03-09,2.0,108.3
FINPIPE,2021-09-14,2.0,179.65
FINPIPE,2022-08-22,2.0,139.6
FINPIPE,2023-08-21,1.5,204.55
FINPIPE,2024-09-11,2.5,310.65
FLUOROCHEM,2022-03-31,2.0,2735.91
FLUOROCHEM,2022-09-21,2.0,3696.2
FLUOROCHEM,2022-10-31,2.0,3785.73
FLUOROCHEM,2023-09-22,2.0,2994.24
FLUOROCHEM,2024-09-20,3.0,4240.45
FORTIS,2023-07-20,1.0,333.87
FORTIS,2024-07-24,1.0,482.48
FORTIS,2025-07-25,1.0,845.55
FSL,2018-07-26,1.5,58.73
FSL,2019-07-25,2.0,41.77
FSL,2020-02-27,2.5,37.82
FSL,2021-02-17,3.0,86.81
FSL,2022-02-17,3.5,125.26
FSL,2023-02-17,3.5,114.77
FSL,2024-02-16,3.5,197.26
FSL,2025-02-21,4.0,368.05
GAIL,2015-08-27,0.56,36.78
GAIL,2016-02-16,0.47,42.55
GAIL,2016-09-08,0.56,51.67
GAIL,2017-02-02,1.59,64.46
GAIL,2017-08-31,0.68,68.73
GAIL,2018-01-18,1.91,86.49
GAIL,2018-08-30,0.48,92.97
GAIL,2019-02-12,2.08,82.05
GAIL,2019-08-08,0.59,61.89
GAIL,2020-02-17,4.27,63.19
GAIL,2021-01-27,1.67,69.69
GAIL,2021-03-22,1.67,76.03
GAIL,2021-12-30,2.67,73.16
GAIL,2022-03-21,3.33,85.53
GAIL,2022-08-01,0.67,87.91
GAIL,2023-03-21,4.0,97.64
GAIL,2024-02-06,5.5,173.93
GAIL,2025-02-07,6.5,170.07
GESHIP,2016-02-15,6.0,224.44
GESHIP,2016-03-17,7.5,236.98
GESHIP,2017-02-14,3.6,272.89
GESHIP,2017-08-02,6.5,305.58
GESHIP,2018-08-02,7.2,242.86
GESHIP,2019-07-31,5.4,193.64
GESHIP,2020-03-18,5.4,166.71
GESHIP,2020-06-09,2.7,190.78
GESHIP,2021-07-20,9.0,318.59
GESHIP,2021-11-11,4.5,298.99
GESHIP,2022-05-17,5.4,357.48
GESHIP,2022-08-10,5.4,474.62
GESHIP,2022-11-22,7.2,580.1
GESHIP,2023-02-10,7.2,575.94
GESHIP,2023-05-24,9.0,631.86
GESHIP,2023-08-14,5.4,695.37
GESHIP,2023-11-08,6.3,731.33
GESHIP,2024-02-12,6.3,894.45
GESHIP,2024-05-22,10.8,997.21
GESHIP,2024-08-13,9.0,1341.44
GESHIP,2024-11-19,7.2,1047.82
GESHIP,2025-02-03,8.1,949.25
GESHIP,2025-05-15,5.4,909.4
GICRE,2018-07-12,13.5,333.34
GICRE,2019-07-19,6.75,208.61
GICRE,2022-06-07,2.25,115.01
GICRE,2023-09-08,7.2,219.33
GICRE,2024-09-11,10.0,385.05
GILLETTE,2015-10-15,15.0,4342.52
GILLETTE,2016-11-22,20.0,3865.5
GILLETTE,2017-05-17,154.0,4401.08
GILLETTE,2017-11-06,10.0,5515.98
GILLETTE,2018-11-20,23.0,6057.49
GILLETTE,2019-02-15,19.0,6015.36
GILLETTE,2019-11-18,25.0,6547.53
GILLETTE,2020-11-17,49.0,5534.62
GILLETTE,2021-02-11,33.0,5405.34
GILLETTE,2021-11-15,36.0,5421.66
GILLETTE,2022-02-09,33.0,4895.02
GILLETTE,2022-11-10,36.0,5029.34
GILLETTE,2023-02-09,35.0,4763.8
GILLETTE,2023-11-21,50.0,6324.68
GILLETTE,2024-02-08,45.0,6749.64
GILLETTE,2024-11-26,45.0,9959.06
GILLETTE,2025-02-18,65.0,8229.85
GLAND,2024-08-16,20.0,1945.05
GLAXO,2016-07-15,25.0,1502.05
GLAXO,2017-07-14,15.0,1125.09
GLAXO,2018-07-13,17.5,1266.41
GLAXO,2019-07-11,20.0,1031.93
GLAXO,2020-07-17,20.0,1393.12
GLAXO,2021-07-19,30.0,1502.71
GLAXO,2022-07-07,30.0,1434.14
GLAXO,2023-06-30,32.0,1389.41
GLAXO,2024-05-31,32.0,2585.59
GLAXO,2025-05-30,42.0,3298.6
GLENMARK,2015-09-10,2.0,966.24
GLENMARK,2016-08-03,2.0,796.24
GLENMARK,2017-09-20,2.0,592.75
GLENMARK,2018-09-19,2.0,653.39
GLENMARK,2019-09-19,2.0,351.06
GLENMARK,2020-09-17,2.5,485.11
GLENMARK,2021-09-08,2.5,514.56
GLENMARK,2022-09-12,2.5,388.01
GLENMARK,2023-09-18,2.5,850.33
GLENMARK,2024-09-13,2.5,1753.7
GMDCLTD,2015-09-23,3.0,57.26
GMDCLTD,2016-09-21,3.0,70.82
GMDCLTD,2017-09-20,3.0,119.39
GMDCLTD,2018-09-19,3.5,91.05
GMDCLTD,2019-09-20,2.0,56.07
GMDCLTD,2020-12-22,2.0,43.34
GMDCLTD,2021-11-17,0.2,61.81
GMDCLTD,2022-09-22,4.3,137.89
GMDCLTD,2023-09-22,11.45,260.26
GMDCLTD,2024-09-20,9.55,363.75
GNFC,2016-08-25,2.0,128.89
GNFC,2017-08-16,5.0,222.65
GNFC,2018-08-23,7.5,338.97
GNFC,2019-08-22,7.0,154.8
GNFC,2020-08-20,5.0,164.32
GNFC,2021-08-18,8.0,319.81
GNFC,2022-09-19,10.0,640.98
GNFC,2023-09-18,30.0,603.49
GNFC,2024-09-06,16.5,680.55
GODFRYPHLP,2015-09-21,8.0,576.8
GODFRYPHLP,2016-09-16,8.0,1183.53
GODFRYPHLP,2017-09-07,8.0,919.18
GODFRYPHLP,2018-09-17,8.0,859.24
GODFRYPHLP,2019-09-13,10.0,918.69
GODFRYPHLP,2020-03-17,24.0,871.34
GODFRYPHLP,2021-07-28,24.0,991.39
GODFRYPHLP,2022-08-11,28.0,1155.69
GODFRYPHLP,2023-08-11,44.0,2113.33
GODFRYPHLP,2024-08-23,56.0,5370.16
GODFRYPHLP,2024-11-29,35.0,5673.15
GODREJAGRO,2018-07-23,4.5,554.62
GODREJAGRO,2019-07-25,4.5,423.17
GODREJAGRO,2020-07-22,5.5,424.79
GODREJAGRO,2021-08-04,8.0,669.01
GODREJAGRO,2022-07-22,9.5,480.89
GODREJAGRO,2023-07-28,9.5,474.02
GODREJAGRO,2024-07-26,10.0,821.53
GODREJAGRO,2025-07-31,11.0,847.2
GODREJCP,2015-10-30,0.33,391.89
GODREJCP,2016-02-03,0.33,383.45
GODREJCP,2016-05-10,0.92,430.8
GODREJCP,2016-08-05,0.33,495.35
GODREJCP,2016-11-15,0.33,422.13
GODREJCP,2017-02-06,0.33,496.06
GODREJCP,2017-05-16,4.0,588.24
GODREJCP,2017-08-07,0.67,608.01
GODREJCP,2017-11-08,0.67,607.94
GODREJCP,2018-02-06,0.67,635.29
GODREJCP,2018-05-15,4.67,686.31
GODREJCP,2018-08-06,1.33,833.29
GODREJCP,2018-11-13,4.0,654.36
GODREJCP,2019-02-05,2.0,657.58
GODREJCP,2019-05-10,2.0,621.14
GODREJCP,2019-08-08,2.0,621.41
GODREJCP,2019-11-14,2.0,693.55
GODREJCP,2020-02-05,2.0,643.07
GODREJCP,2023-11-09,5.0,965.34
GODREJCP,2024-05-14,10.0,1286.68
GODREJCP,2024-08-16,5.0,1388.37
GODREJCP,2024-10-31,5.0,1272.81
GODREJCP,2025-02-03,5.0,1151.07
GODREJCP,2025-05-13,5.0,1266.3
GODREJIND,2016-03-15,1.75,326.1
GODREJIND,2017-08-02,1.75,644.26
GODREJIND,2018-08-02,1.75,630.7
GODREJIND,2019-08-02,1.15,445.95
GPIL,2015-08-27,0.05,17.13
GPIL,2021-02-04,0.25,131.6
GPIL,2021-08-03,0.92,390.42
GPIL,2022-08-25,1.7,297.5
GPIL,2023-08-18,0.8,589.68
GPIL,2024-08-16,1.0,197.72
GPPL,2016-08-03,1.9,116.58
GPPL,2016-11-16,2.0,95.63
GPPL,2017-08-02,1.8,101.61
GPPL,2017-11-13,1.7,95.38
GPPL,2018-08-01,1.7,81.84
GPPL,2018-11-13,1.7,73.88
GPPL,2019-07-30,1.8,58.89
GPPL,2019-11-06,2.1,68.31
GPPL,2020-07-29,3.5,60.39
GPPL,2020-11-24,2.1,80.85
GPPL,2021-08-05,2.4,88.44
GPPL,2021-11-24,1.6,90.29
GPPL,2022-07-26,2.4,69.33
GPPL,2022-11-18,2.7,84.1
GPPL,2023-07-26,3.4,112.66
GPPL,2023-11-21,3.6,133.91
GPPL,2024-08-14,3.7,221.18
GPPL,2024-11-19,4.0,173.45
GRANULES,2015-11-09,0.15,140.09
GRANULES,2016-02-08,0.15,114.26
GRANULES,2016-08-03,0.2,132.61
GRANULES,2016-08-23,0.2,120.1
GRANULES,2016-11-03,0.2,109.76
GRANULES,2017-02-07,0.25,119.83
GRANULES,2017-08-02,0.25,130.01
GRANULES,2017-08-23,0.25,122.67
GRANULES,2017-09-20,0.25,125.63
GRANULES,2017-11-20,0.25,120.42
GRANULES,2018-02-20,0.25,111.6
GRANULES,2018-08-01,0.25,98.42
GRANULES,2018-08-29,0.25,108.59
GRANULES,2018-11-06,0.25,100.37
GRANULES,2019-02-07,0.25,84.74
GRANULES,2019-08-08,0.25,94.85
GRANULES,2019-08-21,0.25,89.44
GRANULES,2019-10-31,0.25,122.54
GRANULES,2020-01-30,0.25,143.27
GRANULES,2020-07-28,0.25,286.29
GRANULES,2020-08-05,0.25,311.01
GRANULES,2020-10-28,0.25,371.52
GRANULES,2021-02-08,0.25,325.95
GRANULES,2021-07-28,0.75,366.07
GRANULES,2021-08-05,0.25,380.74
GRANULES,2021-11-24,0.25,308.4
GRANULES,2022-02-17,0.25,301.79
GRANULES,2022-07-19,0.75,305.04
GRANULES,2023-08-03,1.5,316.39
GRANULES,2024-07-30,1.5,587.15
GRANULES,2025-07-31,1.5,474.9
GRAPHITE,2016-03-22,2.0,56.21
GRAPHITE,2017-07-27,2.0,149.82
GRAPHITE,2018-02-15,5.0,572.37
GRAPHITE,2018-07-26,12.0,801.82
GRAPHITE,2018-11-15,20.0,808.62
GRAPHITE,2019-06-20,35.0,326.71
GRAPHITE,2020-03-23,2.0,104.96
GRAPHITE,2021-08-09,5.0,648.2
GRAPHITE,2022-07-25,10.0,385.68
GRAPHITE,2023-07-20,8.5,395.01
GRAPHITE,2024-07-19,11.0,521.35
GRAPHITE,2025-07-17,11.0,579.1
GRASIM,2015-09-03,3.59,503.9
GRASIM,2016-09-07,4.48,688.1
GRASIM,2017-09-08,5.48,1161.88
GRASIM,2018-08-31,6.18,1031.26
GRASIM,2019-08-08,6.97,719.23
GRASIM,2020-08-26,3.98,654.61
GRASIM,2021-08-12,3.98,1468.04
GRASIM,2022-08-11,4.98,1578.94
GRASIM,2023-08-11,9.96,1813.34
GRASIM,2024-08-06,10.0,2620.5
GRAVITA,2016-07-28,0.2,23.45
GRAVITA,2017-08-01,0.6,83.06
GRAVITA,2018-08-23,0.7,135.63
GRAVITA,2019-09-11,0.3,44.2
GRAVITA,2020-03-05,0.7,43.51
GRAVITA,2021-02-08,1.1,73.42
GRAVITA,2022-02-08,3.0,371.27
GRAVITA,2023-09-04,4.35,782.16
GRAVITA,2024-05-14,5.2,944.39
GRAVITA,2025-05-08,6.35,1833.1
GRSE,2019-03-27,1.85,80.23
GRSE,2019-09-12,5.1,119.1
GRSE,2020-03-26,5.74,116.55
GRSE,2020-09-03,1.4,187.7
GRSE,2021-02-17,3.85,192.6
GRSE,2021-09-02,1.15,182.93
GRSE,2022-02-22,4.95,204.11
GRSE,2022-09-16,0.85,337.21
GRSE,2023-02-20,5.5,440.14
GRSE,2023-09-15,0.7,831.09
GRSE,2024-02-23,7.92,817.49
GRSE,2024-09-13,1.44,1768.85
GRSE,2025-02-07,8.95,1492.8
GSPL,2015-09-15,1.2,108.79
GSPL,2016-09-14,1.5,136.8
GSPL,2017-09-20,1.5,193.11
GSPL,2018-09-19,1.75,168.05
GSPL,2019-09-12,2.0,212.88
GSPL,2020-09-09,2.0,187.13
GSPL,2021-09-08,2.0,335.34
GSPL,2022-09-01,2.0,233.1
GSPL,2023-09-01,5.0,274.34
GSPL,2024-09-06,5.0,446.4
GUJGASLTD,2015-12-17,1.0,114.55
GUJGASLTD,2016-09-21,0.5,118.37
GUJGASLTD,2017-09-20,0.6,159.62
GUJGASLTD,2018-09-18,0.8,136.24
GUJGASLTD,2019-09-12,1.0,171.53
GUJGASLTD,2020-09-09,1.25,282.72
GUJGASLTD,2021-09-08,2.0,670.73
GUJGASLTD,2022-08-19,2.0,479.76
GUJGASLTD,2023-09-11,6.65,456.29
GUJGASLTD,2024-09-09,5.66,653.75
GVT&D,2016-07-18,1.8,353.7
GVT&D,2017-07-17,1.8,324.72
GVT&D,2018-07-17,1.8,292.06
GVT&D,2019-07-16,1.8,223.33
GVT&D,2024-08-28,2.0,1699.35
HAL,2019-03-28,9.9,306.9
HAL,2020-03-23,16.62,226.43
HAL,2020-12-17,7.5,398.51
HAL,2021-03-05,7.5,491.6
